city,state,state code,country code,country
Brunswick,North Carolina,NC,US,United States
Cherryville,Pennsylvania,PA,US,United States
Woodstock,Virginia,VA,US,United States
Amory,Mississippi,MS,US,United States
West Branch,Michigan,MI,US,United States
Dyess,Arkansas,AR,US,United States
Chester,Montana,MT,US,United States
Eudora,Mississippi,MS,US,United States
Madisonville,Tennessee,TN,US,United States
Roscoe,Illinois,IL,US,United States
Tiptonville,Tennessee,TN,US,United States
Mount Vernon,Indiana,IN,US,United States
Attalla,Alabama,AL,US,United States
Somerville,Indiana,IN,US,United States
McGuire Air Force Base,New Jersey,NJ,US,United States
Burlington County,New Jersey,NJ,US,United States
Nova,Ohio,OH,US,United States
Middleton,Ohio,OH,US,United States
Camden,South Carolina,SC,US,United States
Mechanicsville,Maryland,MD,US,United States
Silvis,Illinois,IL,US,United States
East Ridge,Tennessee,TN,US,United States
Brookville,Pennsylvania,PA,US,United States
Tualatin,Oregon,OR,US,United States
Pembroke,New Hampshire,NH,US,United States
Maple Creek,Wisconsin,WI,US,United States
Wilson Township,Michigan,MI,US,United States
Parkin,Arkansas,AR,US,United States
Toccopola,Mississippi,MS,US,United States
Belden,Mississippi,MS,US,United States
Kilgore,Texas,TX,US,United States
Houlton,Maine,ME,US,United States
Spencer,Massachusetts,MA,US,United States
South Park Township,Pennsylvania,PA,US,United States
Marshall,California,CA,US,United States
Clinton Township,Iowa,IA,US,United States
Hamler,Ohio,OH,US,United States
Hico,Texas,TX,US,United States
North Chicago,Illinois,IL,US,United States
Millheim,Pennsylvania,PA,US,United States
Madrid,New Mexico,NM,US,United States
North Caldwell Township,New Jersey,NJ,US,United States
Highland,Illinois,IL,US,United States
Belle Rose,Louisiana,LA,US,United States
Vallecito,California,CA,US,United States
Browning,Montana,MT,US,United States
Jefferson Township,Iowa,IA,US,United States
Port Clinton,Ohio,OH,US,United States
Saint Michael,North Dakota,ND,US,United States
Warsaw,Illinois,IL,US,United States
North Branch,New Jersey,NJ,US,United States
Mastic,New York,NY,US,United States
Hot Springs Canyon,Arizona,AZ,US,United States
Norridge,Illinois,IL,US,United States
McMurray,Pennsylvania,PA,US,United States
Atlanta,Texas,TX,US,United States
Clairton,Pennsylvania,PA,US,United States
Verona,Pennsylvania,PA,US,United States
Cambria,California,CA,US,United States
Taylorsville,Mississippi,MS,US,United States
Plainsboro Township,New Jersey,NJ,US,United States
Walnut Cove,North Carolina,NC,US,United States
Dickson,Tennessee,TN,US,United States
Arroyo Grande,California,CA,US,United States
Whitinsville,Massachusetts,MA,US,United States
Modesto,Illinois,IL,US,United States
Loves Park,Illinois,IL,US,United States
Grand River,Ohio,OH,US,United States
Westport,Washington,WA,US,United States
Union City,California,CA,US,United States
Litchfield,Minnesota,MN,US,United States
West Milton,Pennsylvania,PA,US,United States
Mantua,New Jersey,NJ,US,United States
Mount Morris,Pennsylvania,PA,US,United States
Ceresco,Nebraska,NE,US,United States
Centralia,Illinois,IL,US,United States
Buffalo,Wyoming,WY,US,United States
Athens,West Virginia,WV,US,United States
Aberdeen,North Carolina,NC,US,United States
Murphysboro,Illinois,IL,US,United States
Seymour,Wisconsin,WI,US,United States
Leeds,Alabama,AL,US,United States
Chanute,Kansas,KS,US,United States
Pelham,Alabama,AL,US,United States
Cullman,Alabama,AL,US,United States
Huntington Station,New York,NY,US,United States
Madison,Georgia,GA,US,United States
Marshall,Texas,TX,US,United States
Santa Fe,Texas,TX,US,United States
Getzville,New York,NY,US,United States
Carrollton,Georgia,GA,US,United States
Pacific Junction,Iowa,IA,US,United States
Benzonia,Michigan,MI,US,United States
Jacksonville,Alabama,AL,US,United States
Boone,Iowa,IA,US,United States
Cary,Illinois,IL,US,United States
West Orange,New Jersey,NJ,US,United States
Crewe,Virginia,VA,US,United States
Lufkin,Texas,TX,US,United States
Epping,New Hampshire,NH,US,United States
Waimānalo,Hawaii,HI,US,United States
Kane,Pennsylvania,PA,US,United States
Saegertown,Pennsylvania,PA,US,United States
Wadsworth,Ohio,OH,US,United States
Goddard,Kansas,KS,US,United States
Danville,Virginia,VA,US,United States
Kirksville,Missouri,MO,US,United States
Oxford,Pennsylvania,PA,US,United States
Ship Bottom,New Jersey,NJ,US,United States
Winter Haven,Florida,FL,US,United States
Hiawassee,Georgia,GA,US,United States
Woodstock,Illinois,IL,US,United States
Brewton,Alabama,AL,US,United States
Fallon,Nevada,NV,US,United States
Gadsden,Alabama,AL,US,United States
Coram,New York,NY,US,United States
Shelton,Connecticut,CT,US,United States
Attleboro,Massachusetts,MA,US,United States
Alexandria,Louisiana,LA,US,United States
Sussex,New Jersey,NJ,US,United States
Brownsville,Kentucky,KY,US,United States
Grants Pass,Oregon,OR,US,United States
Yankton,South Dakota,SD,US,United States
Twin Falls,Idaho,ID,US,United States
Mattoon,Illinois,IL,US,United States
Flemington,New Jersey,NJ,US,United States
South Jordan,Utah,UT,US,United States
Wisconsin Rapids,Wisconsin,WI,US,United States
South Pittsburg,Tennessee,TN,US,United States
Neillsville,Wisconsin,WI,US,United States
West Branch,Michigan,MI,US,United States
Medina,New York,NY,US,United States
Swanzey,New Hampshire,NH,US,United States
East Bethel,Maine,ME,US,United States
Cheyney,Pennsylvania,PA,US,United States
Mount Pleasant,Utah,UT,US,United States
Mauldin,South Carolina,SC,US,United States
Port Bolivar,Texas,TX,US,United States
Clinton,Michigan,MI,US,United States
League City,Texas,TX,US,United States
Diller,Nebraska,NE,US,United States
Fountain Inn,South Carolina,SC,US,United States
Palmyra,New York,NY,US,United States
Madison,Tennessee,TN,US,United States
Derry,Pennsylvania,PA,US,United States
Smithton,Illinois,IL,US,United States
Whitewright,Texas,TX,US,United States
California City,California,CA,US,United States
Lakeport,California,CA,US,United States
Englewood,Ohio,OH,US,United States
Town of Willington,Connecticut,CT,US,United States
Alsip,Illinois,IL,US,United States
Hermon,Maine,ME,US,United States
Russellville,Alabama,AL,US,United States
Roscommon,Michigan,MI,US,United States
Brasher Falls,New York,NY,US,United States
Spring Valley,California,CA,US,United States
Blythewood,South Carolina,SC,US,United States
Huntley,Illinois,IL,US,United States
Eynon,Pennsylvania,PA,US,United States
Guntersville,Alabama,AL,US,United States
Smyrna,Georgia,GA,US,United States
Cedar Park,Texas,TX,US,United States
Adams,Massachusetts,MA,US,United States
Stamford,Vermont,VT,US,United States
Stevensville,Maryland,MD,US,United States
Tucker,Georgia,GA,US,United States
Plymouth,Minnesota,MN,US,United States
Ocean Township,New Jersey,NJ,US,United States
Galax,Virginia,VA,US,United States
Tehuacana,Texas,TX,US,United States
Lawndale,California,CA,US,United States
Detroit,Alabama,AL,US,United States
Vineland,Colorado,CO,US,United States
Broadalbin,New York,NY,US,United States
Etna,Ohio,OH,US,United States
Schoeneck,Pennsylvania,PA,US,United States
Tarpley,Texas,TX,US,United States
Marshall Township,Michigan,MI,US,United States
Hillsboro,Illinois,IL,US,United States
Berkeley Springs,West Virginia,WV,US,United States
Aredale,Iowa,IA,US,United States
Pontiac,Illinois,IL,US,United States
Green Oak,Michigan,MI,US,United States
Lindenwold,New Jersey,NJ,US,United States
Okeechobee,Florida,FL,US,United States
McLeansboro,Illinois,IL,US,United States
Maine,New York,NY,US,United States
Sawyer,North Dakota,ND,US,United States
Utopia,Texas,TX,US,United States
Howland,Maine,ME,US,United States
Austin College,Texas,TX,US,United States
River Rouge,Michigan,MI,US,United States
Huber Heights,Ohio,OH,US,United States
Russell,Massachusetts,MA,US,United States
Cedar Hill,Missouri,MO,US,United States
Lyons,Texas,TX,US,United States
Green Haven,Michigan,MI,US,United States
Anchorage Municipality,Alaska,AK,US,United States
Kingwood,West Virginia,WV,US,United States
Hewitt,Minnesota,MN,US,United States
Cedartown,Georgia,GA,US,United States
Walkersville,Maryland,MD,US,United States
Clarks Summit,Pennsylvania,PA,US,United States
Newberg,Oregon,OR,US,United States
Mount Dora,Florida,FL,US,United States
Elizabeth City,North Carolina,NC,US,United States
Sanger,Texas,TX,US,United States
Mount Union,Pennsylvania,PA,US,United States
Sanford,North Carolina,NC,US,United States
Gladstone,Missouri,MO,US,United States
Quaker Lake,Pennsylvania,PA,US,United States
Clarendon,Virginia,VA,US,United States
Salem,Wisconsin,WI,US,United States
Pawleys Island,South Carolina,SC,US,United States
Perry,Iowa,IA,US,United States
Ravenswood,West Virginia,WV,US,United States
Canton,Mississippi,MS,US,United States
Zelienople,Pennsylvania,PA,US,United States
Fletcher,North Carolina,NC,US,United States
Hope Valley,Rhode Island,RI,US,United States
Granite Bay,California,CA,US,United States
Caledonia,New York,NY,US,United States
Falkville,Alabama,AL,US,United States
Carmichael Ranch,California,CA,US,United States
Camas,Washington,WA,US,United States
Warrington,Indiana,IN,US,United States
Davenport,Washington,WA,US,United States
North Wildwood,New Jersey,NJ,US,United States
Lady Lake,Florida,FL,US,United States
Bucklin,Missouri,MO,US,United States
Bainbridge Island,Washington,WA,US,United States
Storrs (historical),Montana,MT,US,United States
New Freedom,Pennsylvania,PA,US,United States
Sugar Hill,Georgia,GA,US,United States
Galloway Township,New Jersey,NJ,US,United States
Gladwin,Michigan,MI,US,United States
Hermon,New York,NY,US,United States
Dade City,Florida,FL,US,United States
Woodbury,Tennessee,TN,US,United States
Cambridge Springs,Pennsylvania,PA,US,United States
Buellton,California,CA,US,United States
Tilden,Texas,TX,US,United States
Blue Ridge,Georgia,GA,US,United States
Crystal,Michigan,MI,US,United States
Fells Point,Maryland,MD,US,United States
Minooka,Illinois,IL,US,United States
Houston (historical),North Carolina,NC,US,United States
Hartland,Wisconsin,WI,US,United States
Batesville,Mississippi,MS,US,United States
Saint Joseph,Michigan,MI,US,United States
Trempealeau,Wisconsin,WI,US,United States
North Jackson,Ohio,OH,US,United States
Reisterstown,Maryland,MD,US,United States
New Athens,Illinois,IL,US,United States
Bayport,Minnesota,MN,US,United States
Weston,Connecticut,CT,US,United States
Woodway,Texas,TX,US,United States
Fort Toulouse State Park,Alabama,AL,US,United States
Bloomfield,Vermont,VT,US,United States
Dundee,New York,NY,US,United States
Walcott,Iowa,IA,US,United States
Duarte,California,CA,US,United States
Batesville,Arkansas,AR,US,United States
Rockville,Virginia,VA,US,United States
Lewistown,Pennsylvania,PA,US,United States
Mount Ivy,New York,NY,US,United States
Concord,Virginia,VA,US,United States
Merchantville,New Jersey,NJ,US,United States
Rushford,Minnesota,MN,US,United States
Milligan,Nebraska,NE,US,United States
Cisco,Texas,TX,US,United States
Caledonia,Wisconsin,WI,US,United States
Harveysburg,Ohio,OH,US,United States
McLean,New York,NY,US,United States
Dufur,Oregon,OR,US,United States
Honoka‘a,Hawaii,HI,US,United States
Orange,Connecticut,CT,US,United States
Saltville,Virginia,VA,US,United States
Paia,Hawaii,HI,US,United States
Point Arena,California,CA,US,United States
Manning,South Carolina,SC,US,United States
East Brunswick,New Jersey,NJ,US,United States
Old Westbury,New York,NY,US,United States
Fallsburg,New York,NY,US,United States
Park Ridge,Illinois,IL,US,United States
Oak Bluffs,Massachusetts,MA,US,United States
Frankfort,Indiana,IN,US,United States
Ridgway,Illinois,IL,US,United States
Hinesville,Georgia,GA,US,United States
West Windsor Township,New Jersey,NJ,US,United States
Hannibal,Missouri,MO,US,United States
Elkhart,Indiana,IN,US,United States
Windsor,California,CA,US,United States
Farmington,New York,NY,US,United States
Canoga Park,California,CA,US,United States
Spring Valley,New York,NY,US,United States
Moscow,Idaho,ID,US,United States
Seymour,Wisconsin,WI,US,United States
Augusta,New Jersey,NJ,US,United States
Bond,Colorado,CO,US,United States
Richmond,Indiana,IN,US,United States
Mariaville,New York,NY,US,United States
Racine,Wisconsin,WI,US,United States
Livingston,Montana,MT,US,United States
Latonia,Kentucky,KY,US,United States
Logan,Utah,UT,US,United States
Bethany,Missouri,MO,US,United States
Frenchtown,New Jersey,NJ,US,United States
Empire,Michigan,MI,US,United States
Linton,Indiana,IN,US,United States
Grand Ledge,Michigan,MI,US,United States
Quapaw,Oklahoma,OK,US,United States
Saint Peters,Missouri,MO,US,United States
Mentone,California,CA,US,United States
Cherokee,North Carolina,NC,US,United States
Waynesville,Missouri,MO,US,United States
Grapevine,Texas,TX,US,United States
Palisades,New York,NY,US,United States
River Forest,Illinois,IL,US,United States
Ellsworth,Maine,ME,US,United States
Topanga,California,CA,US,United States
Bardstown,Kentucky,KY,US,United States
Vevay,Indiana,IN,US,United States
Randolph Township,New Jersey,NJ,US,United States
Concho,Oklahoma,OK,US,United States
Annville,Pennsylvania,PA,US,United States
Dallas,Georgia,GA,US,United States
Calumet City,Illinois,IL,US,United States
Portage,Wisconsin,WI,US,United States
Palmer,Massachusetts,MA,US,United States
Jacksonville,Illinois,IL,US,United States
Georgetown,Illinois,IL,US,United States
Neoga,Illinois,IL,US,United States
Mount Pleasant,Iowa,IA,US,United States
Fort Loring,Mississippi,MS,US,United States
Signal Hill,California,CA,US,United States
Millmont,Pennsylvania,PA,US,United States
Hustonville,Kentucky,KY,US,United States
Chesterland,Ohio,OH,US,United States
Ava,Missouri,MO,US,United States
Rehoboth,Massachusetts,MA,US,United States
La Mesa,California,CA,US,United States
Mount Solon,Virginia,VA,US,United States
Kingfield,Maine,ME,US,United States
Inkster,Michigan,MI,US,United States
Upper Arlington,Ohio,OH,US,United States
Marshall,Michigan,MI,US,United States
Gardendale,Texas,TX,US,United States
Carlyle,Illinois,IL,US,United States
North Aurora,Illinois,IL,US,United States
Grantsville,Maryland,MD,US,United States
Rock City,New York,NY,US,United States
Oakridge,Oregon,OR,US,United States
Cherry Point,North Carolina,NC,US,United States
Clear Lake,Wisconsin,WI,US,United States
Delphos,Ohio,OH,US,United States
Aledo,Illinois,IL,US,United States
Lake Arrowhead,California,CA,US,United States
Panorama City,California,CA,US,United States
Gambrills,Maryland,MD,US,United States
Hermitage,Missouri,MO,US,United States
Sedan,Kansas,KS,US,United States
Sabula,Iowa,IA,US,United States
Hernando,Florida,FL,US,United States
Banning,California,CA,US,United States
Windsor,Illinois,IL,US,United States
Williams Bay,Wisconsin,WI,US,United States
Stanley,Idaho,ID,US,United States
Gothenburg,Nebraska,NE,US,United States
Upton,Massachusetts,MA,US,United States
Matthews,North Carolina,NC,US,United States
Albany,California,CA,US,United States
Granbury,Texas,TX,US,United States
Canyon Lake,California,CA,US,United States
Bartow,Florida,FL,US,United States
Nashville Township,North Carolina,NC,US,United States
Vineland,New Jersey,NJ,US,United States
Sparland,Illinois,IL,US,United States
Troy,Alabama,AL,US,United States
Cooperstown,New York,NY,US,United States
Gatlinburg,Tennessee,TN,US,United States
Bowie,Maryland,MD,US,United States
Stoneybrook,North Carolina,NC,US,United States
Camden,Maine,ME,US,United States
Emerald City (historical),Nevada,NV,US,United States
Willow Grove,Pennsylvania,PA,US,United States
